Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,source_file
Thaddeus C. Pound,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thaddeus Campbell Sweet,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thaddeus H. Caraway,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thaddeus J. Dulski,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thaddeus M. Machrowicz,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thaddeus Maclay Mahon,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theobald Otjen,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore A. Peyser,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Arlington Bell,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore B. Werner,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Dwight,Male,United States,,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore F. Kluttz,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Frank Appleby,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore G. Croft,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Gaillard Hunt,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Gourdin,Male,United States,,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore L. Moritz,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore L. Poole,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Lyman,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore R. Kupferman,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore S. Weiss,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Stark Wilkinson,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore W. Hukriede,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodore Weld Burdick,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodoric R. Westbrook,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theodorus Bailey,Male,United States,Anti-Administration Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theophilus Bradbury,Male,United States,Federalist Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theron Akin,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theron Ephron Catlin,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theron Moses Rice,Male,United States,Greenback Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Theron R. Strong,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thetus Willrette Sims,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thom Tillis,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenThomTillis,query (3).csv
Thom Tillis,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenThomTillis,query (3).csv
Thom Tillis,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenThomTillis,query (3).csv
Thomas A. Boyd,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas A. Doyle,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas A. E. Weadock,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas A. Robertson,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas A. Tomlinson,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Alan Goldsborough,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Albert Jenkins,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Alberter Chandler,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Alexander Marshall,Male,United States,National Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Alexander Smith,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Aloysius Flaherty,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Amos Rogers Nelson,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Andrews,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,RapporteurUn,query (1).csv
Thomas Ara Spence,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Butler,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Cooke,Male,United States,Democratic-Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Curtis,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Dunn,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Fletcher,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Jackson,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Kyle,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Miller,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Robertson,Male,United States,Democratic-Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas B. Ward,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Bahnson Stanley,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Baldwin Peddie,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Banks Cabaniss,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Barlow,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Bayly,Male,United States,Federalist Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Beall Davis,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Beekman,Male,United States,National Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Bines,Male,United States,,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Birch Florence,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Boles,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Boude,Male,United States,Federalist Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Bouldin,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Bowles Shannon,Male,United States,Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Bowman,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Buchecker Cooper,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Burnside,Male,United States,Democratic-Republican Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Burr Osborne,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Butler,Male,United States,,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas Butler King,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas C. Chittenden,Male,United States,Whig Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas C. Coffin,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas C. Hackett,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas C. Hennings Jr.,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
Thomas C. Hindman,Male,United States,Democratic Party,Member of the US House of Representatives,Legislative,,,Current,,query (1).csv
