Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,Has_Twitter,match_score,univ_Gender,univ_Country,univ_Party,univ_Position,univ_Branch,univ_Role,univ_YearTookOffice,univ_Status,univ_Region
Andreas Rimkus,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Andreas Rimkus,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Andreas Scheuer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,2024,Former,AndiScheuer,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Previous,
Andreas Scheuer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,AndiScheuer,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Previous,
Andreas Schwarz,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,Schwarz_MdB,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Andreas Schwarz,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,Schwarz_MdB,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Andreas Schwarz,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,Schwarz_MdB,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Andreas Steier,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,AndreasSteier,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Andreas Wagner,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,Andi_Wagner,True,100.0,m,Germany,The Left,,Legislative,Bundestag,2017,Previous,
Andrej Hunko,Male,Germany,Sahra Wagenknecht Alliance,member of the German Bundestag,Legislative,2017,2021,Former,AndrejHunko,True,100.0,m,Germany,BSW,,Legislative,Bundestag,2021,Incumbent,
Andrej Hunko,Male,Germany,Sahra Wagenknecht Alliance,member of the German Bundestag,Legislative,2021,,Current,AndrejHunko,True,100.0,m,Germany,BSW,,Legislative,Bundestag,2021,Incumbent,
Andrew Ullmann,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2017,2021,Former,UllmannMdB,True,100.0,m,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Andrew Ullmann,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,,Current,UllmannMdB,True,100.0,m,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
André Berghegger,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Previous,
André Berghegger,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Previous,
André Hahn,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,The Left,,Legislative,Bundestag,2021,Incumbent,
André Hahn,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,The Left,,Legislative,Bundestag,2021,Incumbent,
Anette Kramme,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,AnetteKramme,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Anette Kramme,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,AnetteKramme,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Anette Kramme,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,AnetteKramme,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Angela Hohmann,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2024,,Current,,False,100.0,f,Germany,SPD,,Legislative,Bundestag,2024,Incumbent,
Angela Merkel,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,AngelaMerkeICDU,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Angelika Glöckner,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,A_Gloeckner,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Angelika Glöckner,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,A_Gloeckner,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Angelika Glöckner,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,A_Gloeckner,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Anikó Glogowski-Merten,Female,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,2025,Former,AnikoMerten,True,100.0,f,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Anita Schäfer,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,SchaeferCDU,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Anja Hajduk,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,HajdukBundestag,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2017,Previous,
Anja Karliczek,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,AnjaKarliczek,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anja Karliczek,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,AnjaKarliczek,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anja Karliczek,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,AnjaKarliczek,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anja Liebert,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,2025,Former,anja_liebert,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anja Reinalter,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,AnjaReinalter,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anja Reinalter,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,AnjaReinalter,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anja Schulz,Female,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,2025,Former,_anja_schulz,True,100.0,f,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Anja Troff-Schaffarzyk,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,anja_troff,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Anja Troff-Schaffarzyk,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,anja_troff,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Anja Weisgerber,Female,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,anjaweisgerber,True,100.0,f,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Anja Weisgerber,Female,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,,Current,anjaweisgerber,True,100.0,f,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Anja Weisgerber,Female,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,anjaweisgerber,True,100.0,f,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Anke Domscheit-Berg,Female,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,anked,True,100.0,f,Germany,The Left,,Legislative,Bundestag,2021,Incumbent,
Anke Domscheit-Berg,Female,Germany,Die Linke,member of the German Bundestag,Legislative,2021,,Current,anked,True,100.0,f,Germany,The Left,,Legislative,Bundestag,2021,Incumbent,
Anke Hennig,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,,False,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Ann-Veruschka Jurisch,Female,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,2025,Former,avjurisch,True,100.0,f,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Anna Christmann,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,annachristmann,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anna Christmann,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,annachristmann,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anna Kassautzki,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,annakassautzki,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Anna Lührmann,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,annaluehrmann,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anna Lührmann,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,annaluehrmann,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Annalena Baerbock,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,ABaerbock,True,100.0,f,Germany,Greens,Federal Minister for Foreign Affairs,Executive,Cabinet,2021,Previous,
Annalena Baerbock,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,2025,Former,ABaerbock,True,100.0,f,Germany,Greens,Federal Minister for Foreign Affairs,Executive,Cabinet,2021,Previous,
Annalena Baerbock,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,ABaerbock,True,100.0,f,Germany,Greens,Federal Minister for Foreign Affairs,Executive,Cabinet,2021,Previous,
Anne Janssen,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anne Janssen,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anne König,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,annekoenig_,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anne König,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,annekoenig_,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anne-Monika Spallek,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,2025,Former,AnneSpallek,True,94.73684210526316,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Annette Widmann-Mauz,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,AWidmannMauz,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Annette Widmann-Mauz,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,AWidmannMauz,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Annika Klose,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,AnniKlose,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Annika Klose,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,AnniKlose,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Ansgar Heveling,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Ansgar Heveling,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2013,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Ansgar Heveling,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Ansgar Heveling,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Antje Lezius,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Antje Tillmann,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,AntjeTillmann,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Antje Tillmann,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,AntjeTillmann,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Anton Friesen,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,drfriesenmdb,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2017,Previous,
Anton Hofreiter,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,ToniHofreiter,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anton Hofreiter,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,ToniHofreiter,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Anton Hofreiter,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,ToniHofreiter,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Ariane Fäscher,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,arianefaescher,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Armand Zorn,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,ArmandZorn,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Armand Zorn,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,ArmandZorn,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Armin Grau,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,ArminGrau,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Armin Grau,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,ArminGrau,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Armin Laschet,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,ArminLaschet,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Armin Laschet,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,ArminLaschet,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Armin Schwarz,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,2024,Former,ArminSchwarz,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Previous,
Armin-Paul Hampel,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,Paul_Hampel_BT,True,94.44444444444444,m,Germany,AfD,,Legislative,Bundestag,2017,Previous,
Arno Klare,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,arnoklare,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2017,Previous,
Arnold Vaatz,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Artur Auernhammer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Artur Auernhammer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Artur Auernhammer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,2025,Former,,False,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Astrid Damerow,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Astrid Damerow,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Astrid Grotelüschen,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Astrid Mannes,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Astrid Timmermann-Fechter,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Astrid Timmermann-Fechter,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Ates Gürpinar,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2025,,Current,AtesGuerpinar,True,100.0,m,Germany,The Left,,Legislative,Bundestag,2021,Incumbent,
Ates Gürpinar,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2021,,Current,AtesGuerpinar,True,100.0,m,Germany,The Left,,Legislative,Bundestag,2021,Incumbent,
Awet Tesfaiesus,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,AwetTesfaiesus,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Awet Tesfaiesus,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,AwetTesfaiesus,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Axel Echeverria,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,Axel_MdB,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
